Mês/Ano,Razão Social,CNPJ,Região,Estado,Município,Produto,Quantidade (m³)
02/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,387
02/2022,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,11
02/2022,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE SOJA (GLYCINE MAX),9138
02/2022,CARAMURU ALIMENTOS S.A.,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,ÓLEO DE SOJA (GLYCINE MAX),14687
02/2022,CARAMURU ALIMENTOS S.A.,00080671002153,CENTRO OESTE,Goiás,IPAMERI,ÓLEO DE SOJA (GLYCINE MAX),8758
02/2022,CEREAL COMERCIO EXPORTACAO E REPRESENTACAO AGROPECUARIA SA,00012377000160,CENTRO OESTE,Goiás,RIO VERDE,ÓLEO DE SOJA (GLYCINE MAX),6977
02/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE SOJA (GLYCINE MAX),20586
02/2022,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE SOJA (GLYCINE MAX),990
02/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452,CENTRO OESTE,Goiás,PORANGATU,ÓLEO DE SOJA (GLYCINE MAX),505
02/2022,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),29453
02/2022,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,ÓLEO DE SOJA (GLYCINE MAX),3275
02/2022,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE SOJA (GLYCINE MAX),3252
02/2022,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,ÓLEO DE SOJA (GLYCINE MAX),12713
02/2022,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),535
02/2022,CARAMURU ALIMENTOS S.A.,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,ÓLEO DE SOJA (GLYCINE MAX),6303
02/2022,COFCO INTERNATIONAL BRASIL S.A.,06315338022864,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),15661
02/2022,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),2054
02/2022,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,ÓLEO DE SOJA (GLYCINE MAX),9093
02/2022,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE SOJA (GLYCINE MAX),4272
02/2022,BINATURAL BAHIA LTDA,37880187000175,NORDESTE,Bahia,SIMOES FILHO,ÓLEO DE SOJA (GLYCINE MAX),7740
02/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE SOJA (GLYCINE MAX),5695
02/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE SOJA (GLYCINE MAX),3123
02/2022,J APARECIDO DOS SANTOS,33931174000127,NORDESTE,Piauí,FLORIANO,ÓLEO DE SOJA (GLYCINE MAX),2250
02/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE SOJA (GLYCINE MAX),9126
02/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,ÓLEO DE SOJA (GLYCINE MAX),3887
02/2022,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE SOJA (GLYCINE MAX),163
02/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,ÓLEO DE SOJA (GLYCINE MAX),14
02/2022,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,ÓLEO DE SOJA (GLYCINE MAX),1277
02/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,ÓLEO DE SOJA (GLYCINE MAX),23826
02/2022,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE SOJA (GLYCINE MAX),24655
02/2022,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,ÓLEO DE SOJA (GLYCINE MAX),8002
02/2022,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,ÓLEO DE SOJA (GLYCINE MAX),1282
02/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE SOJA (GLYCINE MAX),35177
02/2022,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),6731
02/2022,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,ÓLEO DE SOJA (GLYCINE MAX),5614
02/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,ÓLEO DE SOJA (GLYCINE MAX),5454
02/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),7959
02/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE SOJA (GLYCINE MAX),15157
02/2022,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),11198
02/2022,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,ÓLEO DE SOJA (GLYCINE MAX),7686
02/2022,SEARA ALIMENTOS LTDA,02914460032788,SUL,Santa Catarina,MAFRA,ÓLEO DE SOJA (GLYCINE MAX),8356
02/2022,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,OUTROS MATERIAIS GRAXOS,151
02/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,OUTROS MATERIAIS GRAXOS,1772
02/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452,CENTRO OESTE,Goiás,PORANGATU,OUTROS MATERIAIS GRAXOS,10625
02/2022,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,OUTROS MATERIAIS GRAXOS,1034
02/2022,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DE FELIZ NATAL - COOPERFELIZ,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,OUTROS MATERIAIS GRAXOS,1711
02/2022,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,OUTROS MATERIAIS GRAXOS,3257
02/2022,JBS S/A,02916265028099,CENTRO OESTE,Mato Grosso,CAMPO VERDE,OUTROS MATERIAIS GRAXOS,9611
02/2022,BINATURAL BAHIA LTDA,37880187000175,NORDESTE,Bahia,SIMOES FILHO,OUTROS MATERIAIS GRAXOS,1569
02/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,OUTROS MATERIAIS GRAXOS,534
02/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,OUTROS MATERIAIS GRAXOS,1538
02/2022,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,OUTROS MATERIAIS GRAXOS,148
02/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,OUTROS MATERIAIS GRAXOS,136
02/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,OUTROS MATERIAIS GRAXOS,15636
02/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,OUTROS MATERIAIS GRAXOS,11622
02/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,OUTROS MATERIAIS GRAXOS,3102
01/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,ÁCIDO GRAXO DE ÓLEO DE PALMA / DENDÊ,147
01/2022,CARAMURU ALIMENTOS S.A.,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,ÁCIDO GRAXO DE ÓLEO DE SOJA,64
01/2022,CARAMURU ALIMENTOS S.A.,00080671002153,CENTRO OESTE,Goiás,IPAMERI,ÁCIDO GRAXO DE ÓLEO DE SOJA,150
01/2022,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÁCIDO GRAXO DE ÓLEO DE SOJA,42
01/2022,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÁCIDO GRAXO DE ÓLEO DE SOJA,108
01/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,ÁCIDO GRAXO DE ÓLEO DE SOJA,44
01/2022,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,GORDURA BOVINA,3472
01/2022,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,GORDURA BOVINA,185
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452,CENTRO OESTE,Goiás,PORANGATU,GORDURA BOVINA,1041
01/2022,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,GORDURA BOVINA,766
01/2022,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,GORDURA BOVINA,2994
01/2022,BINATURAL BAHIA LTDA,37880187000175,NORDESTE,Bahia,SIMOES FILHO,GORDURA BOVINA,287
01/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,GORDURA BOVINA,3223
01/2022,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,GORDURA BOVINA,443
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,GORDURA BOVINA,4677
01/2022,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA BOVINA,6088
01/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,GORDURA BOVINA,34
01/2022,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA BOVINA,3009
01/2022,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,GORDURA BOVINA,9171
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,GORDURA BOVINA,141
01/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,GORDURA BOVINA,7051
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,GORDURA BOVINA,171
01/2022,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,GORDURA BOVINA,205
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,GORDURA DE FRANGO,1244
01/2022,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA DE FRANGO,624
01/2022,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA DE FRANGO,5629
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,GORDURA DE FRANGO,228
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452,CENTRO OESTE,Goiás,PORANGATU,GORDURA DE PORCO,1465
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,GORDURA DE PORCO,1369
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,GORDURA DE PORCO,6067
01/2022,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA DE PORCO,1636
01/2022,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA DE PORCO,1344
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,GORDURA DE PORCO,2307
01/2022,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),200
01/2022,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),4764
01/2022,BINATURAL BAHIA LTDA,37880187000175,NORDESTE,Bahia,SIMOES FILHO,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1218
01/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),103
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),293
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452,CENTRO OESTE,Goiás,PORANGATU,ÓLEO DE FRITURA USADO,32
01/2022,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE FRITURA USADO,21
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE FRITURA USADO,19
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE FRITURA USADO,8
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,ÓLEO DE FRITURA USADO,75
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,ÓLEO DE FRITURA USADO,5065
01/2022,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE FRITURA USADO,2698
01/2022,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE FRITURA USADO,633
01/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE FRITURA USADO,537
01/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE FRITURA USADO,1178
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE FRITURA USADO,2144
01/2022,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE MILHO,85
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE MILHO,191
01/2022,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,1483
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,359
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452,CENTRO OESTE,Goiás,PORANGATU,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,207
01/2022,BINATURAL BAHIA LTDA,37880187000175,NORDESTE,Bahia,SIMOES FILHO,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,1043
01/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,9467
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,1517
01/2022,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,588
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,565
01/2022,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE SOJA (GLYCINE MAX),8388
01/2022,CARAMURU ALIMENTOS S.A.,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,ÓLEO DE SOJA (GLYCINE MAX),9365
01/2022,CARAMURU ALIMENTOS S.A.,00080671002153,CENTRO OESTE,Goiás,IPAMERI,ÓLEO DE SOJA (GLYCINE MAX),12059
01/2022,CEREAL COMERCIO EXPORTACAO E REPRESENTACAO AGROPECUARIA SA,00012377000160,CENTRO OESTE,Goiás,RIO VERDE,ÓLEO DE SOJA (GLYCINE MAX),7024
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE SOJA (GLYCINE MAX),12215
01/2022,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE SOJA (GLYCINE MAX),787
01/2022,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),19556
01/2022,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,ÓLEO DE SOJA (GLYCINE MAX),2893
01/2022,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE SOJA (GLYCINE MAX),3687
01/2022,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,ÓLEO DE SOJA (GLYCINE MAX),14486
01/2022,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),1001
01/2022,CARAMURU ALIMENTOS S.A.,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,ÓLEO DE SOJA (GLYCINE MAX),1975
01/2022,COFCO INTERNATIONAL BRASIL S.A.,06315338022864,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),324
01/2022,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),3392
01/2022,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,ÓLEO DE SOJA (GLYCINE MAX),9993
01/2022,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE SOJA (GLYCINE MAX),1720
01/2022,BINATURAL BAHIA LTDA,37880187000175,NORDESTE,Bahia,SIMOES FILHO,ÓLEO DE SOJA (GLYCINE MAX),10390
01/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE SOJA (GLYCINE MAX),9345
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE SOJA (GLYCINE MAX),2069
01/2022,J APARECIDO DOS SANTOS,33931174000127,NORDESTE,Piauí,FLORIANO,ÓLEO DE SOJA (GLYCINE MAX),3883
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE SOJA (GLYCINE MAX),2661
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,ÓLEO DE SOJA (GLYCINE MAX),3477
01/2022,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE SOJA (GLYCINE MAX),3345
01/2022,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,ÓLEO DE SOJA (GLYCINE MAX),523
01/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,ÓLEO DE SOJA (GLYCINE MAX),24671
01/2022,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE SOJA (GLYCINE MAX),37980
01/2022,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,ÓLEO DE SOJA (GLYCINE MAX),3661
01/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE SOJA (GLYCINE MAX),36910
01/2022,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),7719
01/2022,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,ÓLEO DE SOJA (GLYCINE MAX),5961
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,ÓLEO DE SOJA (GLYCINE MAX),3176
01/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),12175
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE SOJA (GLYCINE MAX),16303
01/2022,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),7805
01/2022,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,ÓLEO DE SOJA (GLYCINE MAX),7104
01/2022,SEARA ALIMENTOS LTDA,02914460032788,SUL,Santa Catarina,MAFRA,ÓLEO DE SOJA (GLYCINE MAX),8666
01/2022,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,OUTROS MATERIAIS GRAXOS,170
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,OUTROS MATERIAIS GRAXOS,551
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452,CENTRO OESTE,Goiás,PORANGATU,OUTROS MATERIAIS GRAXOS,13144
01/2022,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,OUTROS MATERIAIS GRAXOS,847
01/2022,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DE FELIZ NATAL - COOPERFELIZ,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,OUTROS MATERIAIS GRAXOS,1301
01/2022,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,OUTROS MATERIAIS GRAXOS,5691
01/2022,JBS S/A,02916265028099,CENTRO OESTE,Mato Grosso,CAMPO VERDE,OUTROS MATERIAIS GRAXOS,10123
01/2022,BINATURAL BAHIA LTDA,37880187000175,NORDESTE,Bahia,SIMOES FILHO,OUTROS MATERIAIS GRAXOS,922
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,OUTROS MATERIAIS GRAXOS,94
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,OUTROS MATERIAIS GRAXOS,227
01/2022,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,OUTROS MATERIAIS GRAXOS,184
01/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,OUTROS MATERIAIS GRAXOS,79
